Student_ID,Subject,Study_Hours,Social_Hours,Grade
8509,French B SL,18.0,0.6,7.0
8510,Eng A Lit SL,15.0,8.4,5.0
8511,Physics HL,17.9,10.4,5.0
8512,French B SL,16.2,1.7,7.0
8513,Physics HL,17.4,4.0,6.0
8514,French B SL,12.8,4.0,7.0
8515,Chem HL,16.2,17.1,5.0
8516,Econ SL,10.4,2.2,7.0
8517,Eng A Lit SL,21.4,7.9,7.0
8518,Math AA HL,11.8,15.3,3.0
8519,Eng A Lit SL,20.6,17.7,7.0
8520,French B SL,13.8,11.0,6.0
8521,French B SL,16.0,3.6,5.0
8522,Econ SL,12.5,17.3,7.0
8523,Chem HL,9.9,13.6,4.0
8524,Chem HL,6.3,12.2,3.0
8525,Eng A Lit SL,9.7,0.7,5.0
8526,Math AA HL,13.4,0.4,5.0
8527,Econ SL,16.1,11.9,6.0
8528,Eng A Lit SL,20.1,29.0,6.0
8529,Math AA HL,12.8,14.9,2.0
8530,Physics HL,10.6,17.8,4.0
8531,French B SL,7.8,7.9,6.0
8532,Physics HL,17.4,3.6,6.0
8533,Eng A Lit SL,21.9,11.3,7.0
8534,Math AA HL,21.3,12.4,6.0
8535,Math AA HL,18.5,11.3,4.0
8536,Physics HL,18.2,29.3,4.0
8537,Chem HL,23.5,4.6,7.0
8538,Chem HL,16.7,0.4,7.0
8539,Econ SL,18.2,23.9,6.0
8540,Physics HL,13.4,1.7,5.0
8541,Chem HL,8.2,12.0,3.0
8542,Math AA HL,11.6,20.7,4.0
8543,Eng A Lit SL,15.0,3.7,5.0
8544,Chem HL,15.3,17.7,5.0
8545,Econ SL,24.6,4.0,7.0
8546,Math AA HL,15.4,15.8,5.0
8547,Econ SL,20.9,0.7,7.0
8548,Eng A Lit SL,12.8,10.6,5.0
8549,Math AA HL,13.4,11.3,3.0
8550,French B SL,8.4,6.8,5.0
8551,Eng A Lit SL,11.3,11.6,5.0
8552,French B SL,17.6,25.7,5.0
8553,Chem HL,15.0,13.2,4.0
8554,Econ SL,19.7,32.5,6.0
8555,Chem HL,15.9,6.0,6.0
8556,Math AA HL,13.2,7.5,4.0
8557,Physics HL,25.7,3.1,7.0
8558,Math AA HL,14.5,42.4,2.0
8559,Econ SL,20.8,0.6,7.0
8560,Econ SL,13.0,4.4,6.0
8561,Econ SL,18.5,3.5,7.0
8562,French B SL,19.6,4.9,7.0
8563,Econ SL,16.0,25.0,6.0
8564,Eng A Lit SL,3.2,4.6,5.0
8565,Physics HL,15.1,24.9,5.0
8566,Math AA HL,21.2,5.5,7.0
8567,French B SL,17.6,19.3,6.0
8568,French B SL,17.2,7.4,7.0
8569,Chem HL,6.4,3.7,6.0
8570,Math AA HL,11.4,6.0,4.0
8571,Math AA HL,17.1,5.5,5.0
8572,Econ SL,17.1,3.0,7.0
8573,Econ SL,21.1,3.4,7.0
8574,French B SL,14.3,2.1,5.0
8575,Math AA HL,17.0,4.1,5.0
8576,Econ SL,15.1,9.8,6.0
8577,Chem HL,10.1,4.9,3.0
8578,Physics HL,3.7,12.5,3.0
8579,French B SL,17.2,43.4,6.0
8580,Chem HL,15.9,4.7,6.0
8581,Chem HL,11.9,6.2,5.0
8582,Eng A Lit SL,6.9,1.8,5.0
8583,Physics HL,18.1,5.0,5.0
8584,Chem HL,13.7,13.0,5.0
8585,Eng A Lit SL,17.8,2.5,5.0
8586,Eng A Lit SL,24.3,2.0,7.0
8587,Math AA HL,4.3,4.7,1.0
8588,Econ SL,11.5,17.1,5.0
8589,Chem HL,14.0,9.8,6.0
8590,French B SL,22.3,31.6,6.0
8591,Math AA HL,6.8,23.5,1.0
8592,Physics HL,24.7,1.6,6.0
8593,Econ SL,15.7,0.4,6.0
8594,French B SL,14.5,5.1,6.0
8595,French B SL,14.0,7.4,6.0
8596,Eng A Lit SL,12.8,7.2,5.0
8597,Chem HL,20.2,1.4,7.0
8598,Eng A Lit SL,9.7,1.3,4.0
8599,Eng A Lit SL,16.7,0.5,6.0
8600,Chem HL,13.1,19.0,5.0
8601,Chem HL,11.2,29.5,4.0
8602,Chem HL,27.9,1.2,7.0
8603,Eng A Lit SL,17.1,2.4,6.0
8604,Econ SL,18.1,0.9,7.0
8605,Chem HL,20.7,21.0,6.0
8606,Chem HL,7.9,31.9,3.0
8607,French B SL,23.8,3.0,7.0
8608,Eng A Lit SL,2.5,3.6,6.0
8609,Chem HL,11.2,4.5,5.0
8610,Eng A Lit SL,12.7,7.0,6.0
8611,Physics HL,17.9,11.5,6.0
8612,Math AA HL,16.1,7.0,5.0
8613,French B SL,14.2,30.2,5.0
8614,French B SL,14.9,1.1,7.0
8615,Eng A Lit SL,10.1,16.0,3.0
8616,Chem HL,7.5,4.1,4.0
8617,Eng A Lit SL,18.6,4.7,6.0
8618,Econ SL,18.5,12.3,7.0
8619,Math AA HL,22.9,26.5,5.0
8620,French B SL,11.0,12.6,7.0
8621,French B SL,18.5,15.0,7.0
8622,Math AA HL,13.6,13.9,5.0
8623,Eng A Lit SL,21.0,3.9,7.0
8624,French B SL,20.1,14.1,7.0
8625,Chem HL,16.1,15.3,6.0
8626,Eng A Lit SL,13.3,7.6,6.0
8627,Chem HL,19.8,7.7,6.0
8628,Econ SL,18.2,14.3,7.0
8629,Econ SL,11.6,17.0,6.0
8630,Econ SL,8.4,4.1,6.0
8631,Physics HL,13.6,16.2,3.0
8632,Math AA HL,22.6,16.8,6.0
8633,Econ SL,20.7,2.7,7.0
8634,French B SL,9.4,12.6,6.0
8635,Math AA HL,9.2,2.1,4.0
8636,Math AA HL,21.4,1.0,5.0
8637,Chem HL,9.3,8.5,5.0
8638,French B SL,17.5,23.9,6.0
8639,Physics HL,11.9,0.4,4.0
8640,Math AA HL,23.1,17.5,5.0
8641,Chem HL,11.1,7.1,6.0
8642,Econ SL,20.7,19.7,6.0
8643,Chem HL,15.9,18.5,5.0
8644,Econ SL,16.3,20.8,5.0
8645,French B SL,5.1,14.6,4.0
8646,Eng A Lit SL,4.0,18.5,3.0
8647,Eng A Lit SL,13.9,1.9,7.0
8648,Physics HL,16.2,3.6,5.0
8649,Econ SL,9.4,2.8,6.0
8650,Chem HL,9.6,13.6,5.0
8651,Eng A Lit SL,17.8,1.7,7.0
8652,Math AA HL,17.8,2.0,5.0
8653,Physics HL,14.3,21.1,3.0
8654,Econ SL,18.9,12.2,6.0
8655,Math AA HL,9.1,20.8,3.0
8656,Eng A Lit SL,13.2,1.5,7.0
8657,Chem HL,23.2,5.1,6.0
8658,Eng A Lit SL,15.3,3.3,6.0
8659,Physics HL,15.6,0.1,6.0
8660,Econ SL,26.5,3.3,7.0
8661,Physics HL,8.0,4.8,3.0
8662,Math AA HL,19.0,1.0,5.0
8663,Math AA HL,23.3,8.4,6.0
8664,Physics HL,13.4,4.8,5.0
8665,Math AA HL,19.3,0.5,4.0
8666,French B SL,10.1,12.2,6.0
8667,Econ SL,11.6,13.1,6.0
8668,Physics HL,16.9,18.0,4.0
8669,Econ SL,19.0,6.6,7.0
8670,Math AA HL,20.6,34.6,3.0
8671,Econ SL,22.8,24.5,7.0
8672,Eng A Lit SL,14.7,8.0,5.0
8673,Chem HL,21.0,5.9,6.0
8674,French B SL,13.3,0.0,7.0
8675,French B SL,19.5,12.4,7.0
8676,Chem HL,16.0,8.3,5.0
8677,Chem HL,17.2,27.7,5.0
8678,Econ SL,17.1,9.0,7.0
8679,Econ SL,7.0,49.4,3.0
8680,Eng A Lit SL,9.4,19.2,6.0
8681,Econ SL,15.5,30.7,7.0
8682,Chem HL,6.6,4.0,4.0
8683,French B SL,19.2,1.6,7.0
8684,Eng A Lit SL,19.4,15.9,6.0
8685,Chem HL,16.6,15.4,5.0
8686,Eng A Lit SL,9.4,2.4,6.0
8687,Eng A Lit SL,21.9,14.5,6.0
8688,Econ SL,25.2,8.7,7.0
8689,Econ SL,15.7,1.2,7.0
8690,Math AA HL,17.6,7.0,5.0
8691,Chem HL,16.0,26.8,5.0
8692,Econ SL,17.7,7.1,7.0
8693,Math AA HL,14.4,15.5,4.0
8694,Econ SL,14.8,0.3,6.0
8695,French B SL,19.5,13.0,7.0
8696,Eng A Lit SL,26.7,29.3,6.0
8697,French B SL,8.0,6.9,7.0
8698,Eng A Lit SL,14.5,4.1,6.0
8699,Chem HL,9.1,10.4,6.0
8700,Physics HL,23.0,24.8,4.0
8701,Chem HL,12.1,1.9,5.0
8702,Eng A Lit SL,7.8,5.2,5.0
8703,Physics HL,18.2,1.7,6.0
8704,Physics HL,23.7,6.9,5.0
8705,Chem HL,18.3,7.8,6.0
8706,French B SL,16.0,28.9,5.0
8707,Chem HL,17.0,5.3,7.0
8708,Eng A Lit SL,22.1,8.4,7.0
8709,French B SL,10.6,21.7,5.0
8710,Eng A Lit SL,14.4,3.9,6.0
8711,Econ SL,12.7,11.2,4.0
8712,Econ SL,9.2,14.2,5.0
8713,French B SL,13.4,4.0,7.0
8714,Math AA HL,20.5,1.8,6.0
8715,French B SL,17.8,7.0,7.0
8716,Math AA HL,18.2,4.4,4.0
8717,Eng A Lit SL,15.7,3.1,7.0
8718,Chem HL,17.6,36.3,4.0
8719,Eng A Lit SL,11.0,7.0,6.0
8720,Chem HL,13.5,19.4,5.0
8721,Econ SL,16.0,2.2,7.0
8722,Math AA HL,16.4,28.0,3.0
8723,Chem HL,16.6,15.8,4.0
8724,Eng A Lit SL,14.3,16.5,6.0
8725,Eng A Lit SL,13.1,4.9,7.0
8726,Eng A Lit SL,30.8,6.6,7.0
8727,French B SL,19.5,9.0,7.0
8728,Eng A Lit SL,17.1,15.6,7.0
8729,French B SL,13.8,18.9,6.0
8730,Physics HL,12.7,0.8,4.0
8731,Math AA HL,14.3,23.4,5.0
8732,Physics HL,16.5,27.7,4.0
8733,Physics HL,5.6,9.0,3.0
8734,French B SL,7.2,2.1,4.0
8735,French B SL,11.8,17.1,5.0
8736,Math AA HL,16.0,8.0,5.0
8737,Math AA HL,13.8,17.0,4.0
8738,Econ SL,22.4,16.9,7.0
8739,Math AA HL,7.6,0.9,3.0
8740,Eng A Lit SL,11.2,9.3,5.0
8741,Eng A Lit SL,22.6,6.6,7.0
8742,Math AA HL,15.7,29.2,4.0
8743,French B SL,19.4,3.5,7.0
8744,Physics HL,25.3,2.3,7.0
8745,Math AA HL,11.5,22.7,3.0
8746,Econ SL,14.5,1.6,6.0
8747,Math AA HL,13.6,11.6,5.0
8748,Physics HL,5.2,3.6,4.0
8749,Chem HL,13.4,8.4,4.0
8750,Math AA HL,19.4,9.6,5.0
8751,Math AA HL,17.7,5.4,6.0
8752,Eng A Lit SL,18.1,36.9,5.0
8753,Physics HL,13.1,1.4,4.0
8754,Econ SL,11.7,5.0,7.0
8755,Math AA HL,21.3,5.6,5.0
8756,Econ SL,12.5,10.0,6.0
8757,Math AA HL,16.5,5.2,5.0
8758,Chem HL,15.8,1.0,6.0
8759,Physics HL,22.3,29.5,4.0
8760,Math AA HL,19.9,5.4,6.0
8761,Chem HL,8.5,4.2,5.0
8762,Math AA HL,9.1,5.9,2.0
8763,French B SL,17.9,2.4,7.0
8764,Chem HL,14.7,1.1,5.0
8765,Econ SL,12.7,1.6,7.0
8766,French B SL,20.1,1.8,7.0
8767,Math AA HL,15.9,2.2,5.0
8768,Chem HL,15.3,5.4,6.0
8769,Physics HL,18.9,9.8,5.0
8770,Econ SL,13.1,9.9,5.0
8771,Eng A Lit SL,22.8,0.0,6.0
8772,Math AA HL,11.1,25.4,3.0
8773,Chem HL,18.3,17.3,5.0
8774,French B SL,22.2,33.2,7.0
8775,Chem HL,8.1,4.5,5.0
8776,Physics HL,13.3,10.9,4.0
8777,Chem HL,20.7,1.8,7.0
8778,French B SL,20.8,17.0,7.0
8779,Math AA HL,14.1,1.8,4.0
8780,Econ SL,11.3,3.9,7.0
8781,French B SL,19.8,6.7,7.0
8782,Econ SL,20.9,9.0,7.0
8783,Econ SL,9.2,8.2,6.0
8784,French B SL,9.0,1.1,7.0
8785,French B SL,16.1,5.5,7.0
8786,Eng A Lit SL,18.1,25.6,5.0
8787,Econ SL,13.5,20.6,6.0
8788,Math AA HL,18.4,8.9,7.0
8789,Eng A Lit SL,11.4,8.5,5.0
8790,Econ SL,4.4,1.2,5.0
8791,Chem HL,12.9,2.2,5.0
8792,Math AA HL,15.3,2.9,4.0
8793,Math AA HL,13.6,6.7,4.0
8794,Econ SL,9.2,13.1,4.0
8795,Chem HL,5.9,6.2,4.0
8796,Chem HL,12.4,1.3,4.0
8797,French B SL,19.5,5.8,7.0
8798,Econ SL,21.3,1.8,7.0
8799,Econ SL,20.9,13.9,7.0
8800,Math AA HL,10.9,1.8,4.0
8801,Physics HL,9.2,6.6,4.0
8802,Econ SL,17.5,11.8,5.0
8803,French B SL,18.2,2.6,7.0
8804,Math AA HL,17.0,0.8,5.0
8805,Chem HL,4.9,8.3,3.0
8806,Chem HL,10.7,0.6,6.0
8807,Physics HL,14.9,8.9,4.0
8808,Math AA HL,17.4,14.0,5.0
8809,Eng A Lit SL,18.8,4.0,6.0
8810,French B SL,15.7,6.7,7.0
8811,Math AA HL,16.7,26.4,4.0
8812,Eng A Lit SL,15.4,6.4,7.0
8813,Chem HL,18.4,56.7,4.0
8814,Chem HL,16.6,1.7,6.0
8815,Eng A Lit SL,15.3,12.3,7.0
8816,Eng A Lit SL,13.7,10.6,6.0
8817,Physics HL,15.4,20.6,5.0
8818,Math AA HL,17.4,1.0,6.0
8819,Chem HL,16.3,3.3,5.0
8820,French B SL,16.9,1.4,7.0
8821,Chem HL,21.7,27.0,5.0
8822,Math AA HL,16.3,5.6,6.0
8823,Eng A Lit SL,11.8,24.1,4.0
8824,Physics HL,19.4,3.5,6.0
8825,Chem HL,8.2,1.4,5.0
8826,Physics HL,9.6,3.5,3.0
8827,Eng A Lit SL,16.7,9.1,6.0
8828,Econ SL,17.6,18.7,7.0
8829,Math AA HL,8.8,4.9,3.0
8830,Chem HL,13.1,24.6,5.0
8831,Math AA HL,12.0,2.8,4.0
8832,French B SL,12.6,11.8,6.0
8833,Math AA HL,19.7,13.3,6.0
8834,Econ SL,18.5,3.2,7.0
8835,Eng A Lit SL,14.9,0.3,7.0
8836,Eng A Lit SL,12.3,4.5,6.0
8837,French B SL,8.3,0.5,7.0
8838,Math AA HL,22.1,23.1,4.0
8839,Econ SL,18.0,30.7,6.0
8840,Eng A Lit SL,11.5,13.3,6.0
8841,Eng A Lit SL,18.6,13.0,5.0
8842,Eng A Lit SL,14.6,2.8,6.0
8843,Eng A Lit SL,13.6,0.8,6.0
8844,Physics HL,17.2,16.2,5.0
8845,Chem HL,11.3,8.2,4.0
8846,Physics HL,13.3,11.4,5.0
8847,Eng A Lit SL,15.6,15.1,6.0
8848,Econ SL,12.5,5.3,6.0
8849,Math AA HL,18.3,1.6,5.0
8850,Physics HL,24.3,15.8,6.0
8851,French B SL,11.2,6.0,6.0
8852,Chem HL,6.7,17.5,3.0
8853,Math AA HL,5.0,5.8,4.0
8854,Physics HL,14.2,2.4,6.0
8855,Chem HL,11.7,1.9,5.0
8856,Econ SL,16.0,13.6,7.0
8857,Physics HL,15.7,8.6,4.0
8858,French B SL,7.0,5.2,6.0
8859,Eng A Lit SL,5.9,6.8,5.0
8860,French B SL,16.5,8.0,6.0
8861,Eng A Lit SL,15.7,2.7,7.0
8862,Chem HL,12.9,4.8,6.0
8863,Physics HL,6.7,3.5,6.0
8864,Physics HL,17.4,4.9,5.0
8865,French B SL,21.4,6.9,7.0
8866,Math AA HL,16.4,1.9,6.0
8867,Chem HL,10.8,5.0,5.0
8868,Econ SL,15.2,4.9,7.0
8869,Eng A Lit SL,8.2,3.4,5.0
8870,Chem HL,20.3,65.0,3.0
8871,Econ SL,15.4,0.8,6.0
8872,French B SL,6.2,10.3,5.0
8873,Econ SL,13.5,1.9,6.0
8874,Physics HL,17.3,18.3,4.0
8875,Eng A Lit SL,13.3,24.6,5.0
8876,Eng A Lit SL,13.6,5.1,6.0
8877,Econ SL,8.9,17.3,5.0
8878,Eng A Lit SL,17.8,2.9,7.0
8879,Eng A Lit SL,11.8,1.5,6.0
8880,Chem HL,4.2,3.8,5.0
8881,Chem HL,13.1,4.2,5.0
8882,Econ SL,19.9,5.1,7.0
8883,French B SL,13.1,4.7,6.0
8884,Econ SL,23.7,5.3,7.0
8885,Econ SL,17.1,12.4,7.0
8886,Physics HL,16.7,2.8,4.0
8887,Econ SL,14.4,0.2,6.0
8888,Econ SL,14.7,6.7,6.0
8889,Physics HL,13.7,5.9,6.0
8890,Chem HL,13.5,0.6,5.0
8891,French B SL,17.7,1.4,7.0
8892,Math AA HL,10.3,7.1,2.0
8893,Econ SL,9.6,2.7,5.0
8894,Econ SL,9.4,21.0,5.0
8895,Econ SL,25.2,1.9,7.0
8896,Eng A Lit SL,17.7,0.2,7.0
8897,Econ SL,16.5,5.9,5.0
8898,Physics HL,9.7,42.8,2.0
8899,Eng A Lit SL,18.1,10.0,5.0
8900,Physics HL,14.4,4.4,4.0
8901,Econ SL,16.1,0.2,7.0
8902,Math AA HL,10.1,6.6,3.0
8903,Econ SL,15.8,2.3,6.0
8904,Physics HL,12.9,10.4,5.0
8905,Econ SL,11.2,8.7,5.0
8906,Math AA HL,18.7,3.1,5.0
8907,Physics HL,7.3,0.7,2.0
8908,Chem HL,17.8,14.1,6.0
8909,Eng A Lit SL,18.4,8.8,7.0
8910,French B SL,10.6,18.5,5.0
8911,French B SL,10.9,3.0,6.0
8912,Physics HL,13.9,10.6,5.0
8913,French B SL,16.4,1.3,7.0
8914,Econ SL,14.2,3.5,7.0
8915,Eng A Lit SL,17.2,10.7,6.0
8916,Chem HL,23.8,17.5,7.0
8917,Chem HL,12.5,3.9,5.0
8918,Math AA HL,6.4,16.0,2.0
8919,French B SL,19.1,11.3,7.0
8920,Econ SL,23.4,4.3,7.0
8921,Eng A Lit SL,17.0,20.9,6.0
8922,French B SL,9.6,7.1,5.0
8923,Eng A Lit SL,14.4,10.4,5.0
8924,Math AA HL,9.4,6.8,4.0
8925,Econ SL,18.2,6.0,7.0
8926,French B SL,8.2,18.8,5.0
8927,Chem HL,13.5,3.5,4.0
8928,Math AA HL,10.0,0.4,3.0
8929,Econ SL,15.6,21.2,6.0
8930,French B SL,13.2,17.4,7.0
8931,Chem HL,15.9,4.6,7.0
8932,Chem HL,15.1,2.1,5.0
8933,Eng A Lit SL,10.1,11.3,4.0
8934,Chem HL,18.1,0.8,7.0
8935,Physics HL,14.8,5.5,5.0
8936,French B SL,10.1,0.9,7.0
8937,French B SL,26.2,9.1,7.0
8938,Eng A Lit SL,17.4,0.3,7.0
8939,Chem HL,14.2,9.9,5.0
8940,Eng A Lit SL,22.1,11.2,4.0
8941,Physics HL,24.2,6.7,6.0
8942,Eng A Lit SL,14.3,1.9,6.0
8943,French B SL,16.7,1.1,7.0
8944,Econ SL,10.1,3.8,6.0
8945,Econ SL,14.3,6.3,6.0
8946,Eng A Lit SL,14.0,10.3,6.0
8947,French B SL,15.9,0.0,6.0
8948,Math AA HL,16.7,12.4,3.0
8949,Physics HL,17.8,12.5,5.0
8950,Physics HL,16.2,5.9,5.0
8951,French B SL,8.9,4.2,5.0
8952,Econ SL,10.3,18.5,6.0
8953,Math AA HL,12.3,15.4,3.0
8954,Chem HL,13.6,40.9,3.0
8955,Eng A Lit SL,20.3,4.7,7.0
8956,Chem HL,9.2,23.7,4.0
8957,Math AA HL,13.2,0.9,4.0
8958,Physics HL,19.8,5.3,5.0
8959,Chem HL,13.5,6.3,6.0
8960,Math AA HL,17.3,5.8,5.0
8961,Physics HL,14.3,9.8,4.0
8962,Econ SL,16.3,1.9,6.0
8963,Chem HL,13.9,20.1,6.0
8964,Econ SL,18.3,8.0,7.0
8965,Physics HL,7.3,23.5,2.0
8966,French B SL,13.2,0.0,6.0
8967,Physics HL,16.5,9.9,5.0
8968,Physics HL,17.7,5.3,5.0
8969,Math AA HL,22.5,7.0,5.0
8970,Math AA HL,13.0,13.6,4.0
8971,Eng A Lit SL,22.4,2.6,7.0
8972,Math AA HL,11.7,2.3,5.0
8973,French B SL,21.6,12.1,7.0
8974,French B SL,19.1,7.4,7.0
8975,Econ SL,10.4,2.7,6.0
8976,Physics HL,16.5,6.6,5.0
8977,Math AA HL,14.7,6.2,5.0
8978,Eng A Lit SL,18.1,11.8,6.0
8979,Math AA HL,13.9,0.0,5.0
8980,Eng A Lit SL,13.5,8.8,4.0
8981,Physics HL,21.8,9.3,5.0
8982,Econ SL,14.5,13.7,6.0
8983,Econ SL,19.1,22.0,7.0
8984,French B SL,13.9,5.8,7.0
8985,Math AA HL,23.3,4.2,7.0
8986,Math AA HL,11.6,1.1,3.0
8987,French B SL,11.9,4.1,6.0
8988,French B SL,22.6,0.7,7.0
8989,Econ SL,12.8,16.2,5.0
8990,Econ SL,23.0,16.5,7.0
8991,Econ SL,19.5,5.4,7.0
8992,Chem HL,14.2,3.0,5.0
8993,Chem HL,5.9,1.3,5.0
8994,Chem HL,14.9,19.1,5.0
8995,French B SL,15.5,21.0,7.0
8996,Chem HL,20.8,3.1,7.0
8997,Math AA HL,22.9,9.7,6.0
8998,French B SL,11.6,3.0,7.0
8999,Math AA HL,19.0,2.6,5.0
9000,French B SL,18.8,0.2,7.0
9001,Physics HL,20.4,8.6,6.0
9002,Math AA HL,17.5,1.6,4.0
9003,French B SL,5.3,0.1,5.0
9004,Eng A Lit SL,14.2,1.1,5.0
9005,French B SL,9.2,3.8,5.0
9006,Physics HL,14.0,11.1,5.0
9007,French B SL,19.9,2.3,7.0
9008,Physics HL,16.5,21.9,4.0
9009,Chem HL,20.7,3.4,6.0
9010,Math AA HL,16.7,4.0,5.0
9011,Physics HL,8.5,2.5,5.0
9012,Eng A Lit SL,2.4,2.9,3.0
9013,Math AA HL,15.7,0.8,6.0
9014,French B SL,13.9,3.5,7.0
9015,French B SL,10.1,19.6,6.0
9016,Physics HL,6.5,11.7,3.0
9017,Eng A Lit SL,11.3,20.8,5.0
9018,Physics HL,14.0,1.1,4.0
9019,Eng A Lit SL,18.3,6.1,6.0
9020,Econ SL,15.9,2.6,6.0
9021,Physics HL,23.0,12.8,5.0
9022,Chem HL,9.8,35.1,2.0
9023,Chem HL,19.4,16.9,6.0
9024,Chem HL,15.2,0.4,6.0
9025,Physics HL,18.5,3.8,5.0
9026,Math AA HL,12.8,0.3,5.0
9027,French B SL,20.4,0.4,7.0
9028,Math AA HL,16.5,0.8,4.0
9029,French B SL,11.6,3.2,6.0
9030,Eng A Lit SL,14.9,3.6,6.0
9031,Chem HL,13.8,5.1,5.0
9032,Chem HL,17.4,5.2,5.0
9033,French B SL,9.1,14.8,6.0
9034,Chem HL,14.9,1.5,6.0
9035,Math AA HL,17.0,1.7,5.0
9036,Physics HL,15.2,9.9,6.0
9037,Chem HL,21.7,8.5,6.0
9038,Econ SL,18.9,1.7,7.0
9039,Chem HL,15.0,19.1,4.0
9040,Econ SL,16.1,4.0,6.0
9041,Eng A Lit SL,16.5,4.6,6.0
9042,Physics HL,17.0,5.5,5.0
9043,French B SL,5.9,3.9,6.0
9044,Physics HL,13.5,8.2,5.0
9045,Physics HL,7.6,4.9,4.0
9046,French B SL,21.4,3.0,7.0
9047,Physics HL,14.7,23.5,4.0
9048,Eng A Lit SL,14.0,3.7,6.0
9049,Econ SL,19.5,12.0,6.0
9050,Math AA HL,17.1,4.3,4.0
9051,Physics HL,9.4,5.7,4.0
9052,Math AA HL,14.6,2.7,4.0
9053,Eng A Lit SL,13.3,14.0,5.0
9054,Eng A Lit SL,6.3,13.4,3.0
9055,Physics HL,11.5,0.2,5.0
9056,Chem HL,14.1,0.6,6.0
9057,Physics HL,14.4,25.6,4.0
9058,Math AA HL,7.6,22.0,1.0
9059,Eng A Lit SL,20.8,7.1,6.0
9060,Math AA HL,14.5,6.8,4.0
9061,Math AA HL,15.2,16.7,4.0
9062,French B SL,17.0,1.5,6.0
9063,Eng A Lit SL,11.1,10.6,6.0
9064,Eng A Lit SL,17.3,6.5,5.0
9065,Math AA HL,13.2,13.6,2.0
9066,Econ SL,10.5,0.3,6.0
9067,Eng A Lit SL,17.9,9.0,6.0
9068,Econ SL,22.5,8.1,7.0
9069,Econ SL,18.6,18.4,6.0
9070,Physics HL,19.6,11.3,5.0
9071,French B SL,12.4,21.2,7.0
9072,Physics HL,7.0,21.8,3.0
9073,Chem HL,22.5,5.2,7.0
9074,Chem HL,25.3,1.5,7.0
9075,Econ SL,22.7,10.0,7.0
9076,Math AA HL,13.3,20.7,4.0
9077,Econ SL,9.2,0.8,6.0
9078,Chem HL,9.7,8.2,4.0
9079,Physics HL,6.6,1.2,4.0
9080,Chem HL,14.5,0.3,6.0
9081,Math AA HL,23.0,11.4,5.0
9082,Eng A Lit SL,14.3,11.5,6.0
9083,French B SL,16.5,9.2,7.0
9084,Math AA HL,21.9,19.6,5.0
9085,Math AA HL,13.0,0.8,5.0
9086,Math AA HL,25.2,1.1,6.0
9087,Physics HL,25.0,20.0,6.0
9088,Eng A Lit SL,14.3,7.0,5.0
9089,Math AA HL,12.1,3.2,6.0
9090,Eng A Lit SL,18.5,13.4,7.0
9091,Econ SL,13.3,22.5,5.0
9092,Math AA HL,9.2,11.7,4.0
9093,Physics HL,21.4,15.7,5.0
9094,Math AA HL,21.1,3.3,6.0
9095,Econ SL,15.8,3.4,6.0
9096,Chem HL,8.7,20.0,4.0
9097,Physics HL,8.9,9.5,3.0
9098,Math AA HL,15.5,2.7,4.0
9099,Math AA HL,12.5,7.4,4.0
9100,Math AA HL,13.3,11.6,3.0
9101,Chem HL,20.1,2.5,5.0
9102,Chem HL,18.7,10.6,5.0
9103,Math AA HL,21.9,0.4,5.0
9104,Chem HL,10.0,3.6,4.0
9105,Math AA HL,13.3,11.2,4.0
9106,Chem HL,18.8,1.6,6.0
9107,Eng A Lit SL,17.2,2.5,6.0
9108,Econ SL,22.7,21.1,7.0
9109,Math AA HL,17.1,11.2,3.0
9110,Econ SL,24.2,6.9,7.0
9111,Math AA HL,17.7,2.4,6.0
9112,French B SL,20.3,4.2,7.0
9113,French B SL,13.4,8.5,7.0
9114,Physics HL,15.1,1.7,5.0
9115,Eng A Lit SL,19.6,6.6,7.0
9116,Eng A Lit SL,23.1,5.3,7.0
9117,Physics HL,18.6,6.5,6.0
9118,French B SL,14.6,1.1,7.0
9119,Physics HL,21.9,1.1,7.0
9120,French B SL,4.0,33.3,3.0
9121,Math AA HL,7.9,38.8,1.0
9122,Econ SL,18.4,5.6,6.0
9123,Physics HL,15.1,15.6,5.0
9124,Chem HL,18.0,10.7,5.0
9125,Econ SL,15.3,1.2,7.0
9126,French B SL,17.9,3.5,6.0
9127,Math AA HL,10.9,3.8,4.0
9128,Chem HL,17.9,9.1,5.0
9129,Chem HL,20.0,8.7,6.0
9130,Eng A Lit SL,21.1,25.7,7.0
9131,French B SL,25.1,15.6,7.0
9132,Math AA HL,16.2,19.4,4.0
9133,French B SL,16.4,22.2,6.0
9134,Math AA HL,7.4,16.2,3.0
9135,Econ SL,12.3,4.0,7.0
9136,French B SL,14.0,2.4,7.0
9137,Econ SL,20.3,8.5,6.0
9138,Chem HL,11.9,11.7,5.0
9139,Eng A Lit SL,19.0,4.9,6.0
9140,Econ SL,15.0,18.9,5.0
9141,Physics HL,14.1,32.3,4.0
9142,French B SL,16.2,8.4,7.0
9143,Chem HL,13.0,6.1,6.0
9144,Physics HL,12.9,18.5,6.0
9145,Econ SL,6.5,0.2,5.0
9146,Physics HL,13.8,1.4,5.0
9147,Physics HL,12.6,18.7,3.0
9148,Econ SL,12.4,13.2,5.0
9149,Chem HL,17.1,5.4,6.0
9150,Econ SL,18.3,22.0,7.0
9151,Math AA HL,16.2,4.3,5.0
9152,Physics HL,20.0,10.0,4.0
